baseMean,log2FoldChange,lfcSE,pvalue,padj,Symbol
2.52983974,0.081553437,0.358650763,0.219615302,NA,LOC105370998
0.487602524,-0.003403572,0.350752426,0.956424108,NA,LOC107984800
1.138913437,-0.022405442,0.350872659,0.716556053,NA,LOC105370995
1.441141824,-0.04938997,0.351764032,0.362206876,NA,LOC105370993
2.166916622,0.030637081,0.348468146,0.585145218,NA,LINC00924
2.419364007,0.038431126,0.3499283,0.451175308,NA,LETR1
0.888061331,-0.033036474,0.352569612,0.291233849,NA,LOC105370990
0.420439829,0.012329208,0.350242166,0.831655449,NA,LOC105370989
1.043011784,0.00181852,0.3482533,0.928082454,NA,LOC105370988
1.131207486,0.026918418,0.350648113,0.554882628,NA,LOC105369203
0.590907024,-0.014090385,0.350770128,0.77751925,NA,LOC105371032
3.146923568,0.036930501,0.344976368,0.637065075,NA,LINC01580
0.739449603,-0.013305655,0.350789841,0.786982859,NA,LINC02207
0.670573072,0.027947561,0.351809094,0.434850392,NA,LOC105370981
4.972177637,0.046950342,0.346080828,0.53867887,NA,LOC101927025
0.405442554,-0.002809406,0.350795128,0.963948329,NA,H2AZ2P1
1.133988809,0.007836741,0.348028925,0.938420274,NA,HMGN1P38
1.370358305,0.001909865,0.34814832,0.933717229,NA,C15orf32
0.694256884,-0.015686158,0.350762955,0.763704712,NA,NPM1P5
1.590333956,0.025152556,0.346789454,0.682558295,NA,CRAT37
3.090631219,0.12757663,0.379429679,0.07941702,NA,LOC107984778
1.088720603,0.054749908,0.353758127,0.305603755,NA,LOC105370972
2.464403268,0.061591148,0.355268233,0.226416461,NA,LOC390638
1.598536928,0.002898093,0.347821825,0.923775442,NA,LOC105370970
2.755842683,0.003153847,0.339521078,0.987236473,NA,RCCD1-AS1
0.575283022,-0.004656975,0.350685273,0.947601912,NA,LOC105370969
1.521531623,0.035431604,0.348497024,0.555157051,NA,LINC01585
0.958469861,-0.00428312,0.350699554,0.947539164,NA,GABARAPL3
1.279010693,0.024296922,0.347309919,0.692850586,NA,LINC00928
0.627545541,0.021106331,0.350856234,0.666774291,NA,RLBP1
1.592104905,-0.016111043,0.347745078,0.753101651,NA,LOC112268155
0.294640442,-0.001787873,0.350853775,0.970866335,NA,HMGB1P8
4.80149176,0.067603744,0.350568258,0.409102251,NA,ACAN
0.485134157,0.032034756,0.352004212,0.453406063,NA,LOC105370960
0.828961684,-0.004617421,0.350688654,0.944974441,NA,LINC01586
0.879258877,-0.005415799,0.350630648,0.939270832,NA,LOC105370959
1.335864831,0.04334068,0.351736345,0.404192731,NA,LOC105370958
0.399620019,-0.012347232,0.350790414,0.794329537,NA,LINC00052
5.218024688,0.048475668,0.344021438,0.595190624,NA,LOC105370956
2.719725458,-0.024229644,0.346304549,0.682827736,NA,LOC105370955
2.178188002,-0.00171729,0.345623636,0.961903315,NA,LOC102724452
0.59410721,-0.010911735,0.350825457,0.81099126,NA,AGBL1-AS1
1.195676424,-0.038054832,0.352631877,0.345523546,NA,LINC01584
0.954091315,0.016570128,0.348524966,0.81411434,NA,LOC105370953
2.355619006,0.058338224,0.349871395,0.448292766,NA,LOC105370952
4.990359781,-0.010289777,0.34140624,0.903271556,NA,LOC102724393
1.234781288,0.047957902,0.353430654,0.3016717,NA,ADAMTS7P4
2.052168585,0.06258314,0.351596012,0.389038086,NA,GOLGA6L3
1.58070316,0.006603251,0.346377265,0.909306738,NA,LOC727751
0.780809817,0.028426254,0.350951188,0.564283537,NA,CSPG4P12
0.697070117,0.033189596,0.352117364,0.451732763,NA,NIFKP8
4.641235315,0.187416024,0.409234718,0.081382955,NA,LOC105370947
4.532409585,-0.010174144,0.335558641,0.901501777,NA,GOLGA6L5P
5.041800051,-0.066376292,0.340589103,0.533884506,NA,LOC102724135
0.371521694,0.017830471,0.350854784,0.713685585,NA,DNM1P44
0.926649105,-0.001307945,0.348227091,0.864874118,NA,LOC103171574
1.88760064,-0.053557724,0.351159829,0.398902015,NA,UBE2Q2P11
0.395255038,0.024110065,0.351432594,0.555880498,NA,LOC100288367
0.444717454,-0.013690143,0.351034167,0.648155028,NA,LOC105376722
0.654052358,-0.002954765,0.349278802,0.844433673,NA,GOLGA2P7
4.511554832,-0.014184555,0.336492645,0.883728553,NA,EFL1P1
0.373790203,-0.01070681,0.350818608,0.811337642,NA,LOC105370935
3.657581802,0.023366098,0.337895017,0.82492263,NA,LOC105370934
3.928755106,0.050079628,0.35046938,0.390903813,NA,LOC105370928
4.604814059,0.089477427,0.355652953,0.312023333,NA,FSD2
0.887705974,0.053475399,0.355263272,0.196238065,NA,LOC338963
1.006855897,-0.012032291,0.3481785,0.776184353,NA,GOLGA6L17P
3.088171047,0.104773661,0.361667052,0.25267246,NA,CSPG4P10
1.398166303,-0.0331223,0.351244569,0.638543789,NA,UBE2Q2P6
2.0091226,0.002219282,0.347776758,0.928393758,NA,RPL9P8
2.826185115,0.029579218,0.340603801,0.75424067,NA,GOLGA6L10
1.233327549,-0.037195613,0.350029663,0.445372492,NA,LOC105370924
1.566237121,0.040452495,0.34920606,0.537464648,NA,LINC01583
1.242628954,-0.015729995,0.347610463,0.755122355,NA,LOC105370923
1.794035836,0.053605237,0.353946253,0.258479634,NA,LOC105370922
5.031334463,0.137359404,0.382109524,0.093132843,NA,LOC102724001
0.705793812,-0.016013123,0.350828697,0.767901581,NA,LOC105370921
1.914972248,0.017227791,0.347414369,0.782363594,NA,LOC102723985
1.904682945,-0.021595986,0.348146013,0.647454639,NA,TMC3
3.739324723,0.115357702,0.367944396,0.176226088,NA,CFAP161
0.560533276,0.005264023,0.349543514,0.948112354,NA,LOC101929586
4.871785205,0.014833379,0.334782872,0.903541419,NA,LOC101929560
4.889428476,0.0234621,0.343054958,0.755292583,NA,LINC00927
3.341943236,0.078453148,0.3556973,0.281741806,NA,CTXND1
0.455838916,0.019756801,0.350868605,0.691161671,NA,FDPSP9
1.5664881,-0.015347477,0.345037087,0.759337602,NA,RNU6-667P
0.523757266,0.005321725,0.349576245,0.948126163,NA,TFDP1P3
0.641418034,-0.002691308,0.350792016,0.960316147,NA,LOC105370919
0.38847158,-0.010886169,0.350831555,0.811936379,NA,LOC105370918
0.487578986,0.017363156,0.350862481,0.722709181,NA,ANKRD34C
4.08005048,0.066784016,0.354608222,0.289512997,NA,ANKRD34C-AS1
0.853620622,-0.038853758,0.353184919,0.252813541,NA,LOC105370917
0.61969649,0.015004767,0.349714345,0.750565294,NA,LOC100129540
1.618034133,0.079137338,0.360939836,0.113954423,NA,LOC390614
0.640682622,-0.000209508,0.348606208,0.915327896,NA,LOC646934
0.650833233,-0.004115429,0.349127234,0.834715838,NA,RPL18P11
4.194716254,0.028656015,0.341951952,0.747528354,NA,CHRNA3
3.809691643,0.108551525,0.363703726,0.217414188,NA,LOC105370912
0.482111657,-0.002936921,0.350779231,0.959115293,NA,RWDD1P1
1.766605508,0.072602261,0.358604632,0.156097843,NA,CRABP1
2.511389875,-0.00624652,0.344456154,0.927251084,NA,DNAJA4
0.433152148,-0.003864602,0.350732042,0.954962258,NA,DNAJA4-DT
0.676720685,-0.003646911,0.350725547,0.947151357,NA,SH2D7
1.231445142,-0.026124205,0.350935696,0.685055989,NA,COMMD4P1
0.500891805,-0.003910358,0.350726238,0.953657785,NA,GOLGA6FP
0.385051223,0.014854597,0.350796345,0.758608419,NA,DNM1P9
1.871351929,0.039416819,0.348536424,0.529209634,NA,CSPG4P13
0.42503112,-0.002429552,0.350809269,0.963194778,NA,LINGO1-AS2
1.160349206,0.022959626,0.346906959,0.757147984,NA,LINGO1-AS1
4.386422505,0.196673275,0.419239333,0.061078214,NA,LOC101929457
4.934576641,-0.032689035,0.342323256,0.71710231,NA,PSTPIP1
0.353883224,-0.002255107,0.350814893,0.964672754,NA,LOC105370904
2.143336009,0.041264883,0.348421549,0.509641391,NA,GOLGA6EP
4.422194535,0.124728731,0.365409932,0.239326005,NA,ODF3L1
2.706086159,-0.065891826,0.35414176,0.313209978,NA,LOC105370902
3.867387017,-0.015039029,0.344293107,0.845167844,NA,ANP32BP1
0.310712803,0.015226784,0.350894217,0.7837724,NA,DNM1P34
0.446173116,-0.003809509,0.350744863,0.957642489,NA,GOLGA6C
3.687600084,0.13591384,0.379364253,0.118422703,NA,LOC107987225
2.601467896,0.141739579,0.385870612,0.079479893,NA,LOC100128721
0.465092103,0.024093668,0.350992775,0.641890718,NA,LOC107984731
0.541566268,-0.012043614,0.350826262,0.800872951,NA,CPLX3
4.745950077,0.050906284,0.342236908,0.595415853,NA,CYP1A1
1.797997104,0.061510416,0.351684412,0.399761876,NA,LINC02255
1.702402027,0.002821421,0.347942772,0.930266544,NA,CYP11A1
1.781185823,-0.032825517,0.348645313,0.553457593,NA,LOC105370893
0.444412669,-0.002841125,0.350777593,0.956715266,NA,ISLR
0.33077324,0.000244157,0.3498843,0.87916599,NA,LOC283731
1.839512316,0.01422502,0.342446542,0.869278429,NA,COMMD4P2
0.389090106,-0.002341168,0.350820554,0.966682482,NA,GOLGA6A
1.789920929,-0.01835371,0.347461894,0.741487051,NA,TBC1D21
0.801233316,-0.004882867,0.35067206,0.945640984,NA,LOC102723657
0.567812724,0.016059409,0.349753542,0.749785113,NA,LOC105370892
1.213451026,0.015496734,0.348303137,0.863742229,NA,LOC105370890
0.918903419,-0.01966519,0.350854228,0.739148545,NA,LOC107984801
0.565729459,0.024174214,0.351432085,0.560044278,NA,TMEM202
1.215320793,-0.006709778,0.350590915,0.936849189,NA,LOC105370887
1.626801268,0.036175942,0.350226785,0.473180837,NA,LOC107984714
0.640532356,0.017402716,0.349614329,0.729605011,NA,RNA5SP399
2.422747092,-0.016413289,0.347588172,0.753874477,NA,LOC107984716
1.519787495,0.0374627,0.348497871,0.549615067,NA,THSD4-AS1
2.184779888,-0.058030751,0.35581339,0.202601307,NA,HMGB1P6
1.685139344,-0.016896681,0.347566444,0.747199311,NA,LOC105370886
0.314287312,-0.010377443,0.350984278,0.691928611,NA,RPL29P30
2.698324696,0.05754312,0.348094888,0.479581272,NA,LOC107984781
0.529881605,0.030229946,0.352035562,0.4179784,NA,LOC107984734
2.796365583,0.037832775,0.346712722,0.583344258,NA,LOC101929129
0.307605694,-0.00342389,0.350770764,0.962951798,NA,LINC00593
1.592974297,0.00652556,0.347112128,0.92734097,NA,LOC107984788
1.764496618,-0.052518925,0.353776138,0.338659139,NA,LOC100421574
0.491309681,0.019750331,0.35095493,0.70856489,NA,LOC105370873
2.78717461,-0.155692571,0.392757254,0.079966698,NA,LOC105370871
0.641572882,0.025134306,0.350897864,0.606101519,NA,LOC101929076
3.985219652,0.017666859,0.338350717,0.85194945,NA,LETM1P1
1.61569078,0.032258517,0.348809778,0.580172172,NA,LCTL
0.363711398,0.017197318,0.351002519,0.768158469,NA,LOC102723464
2.685299842,0.006276972,0.345072503,0.897374562,NA,KBTBD13
0.673550103,-0.018030007,0.350785267,0.74649754,NA,LOC101930091
3.45109848,0.005560359,0.345571311,0.910982118,NA,LOC107984736
2.770189892,-0.015396615,0.344452277,0.837555502,NA,LOC105370861
1.256405949,0.033836045,0.350316716,0.499801298,NA,LOC105370855
0.366023817,-0.009435762,0.350857301,0.826812264,NA,MGC15885
1.614764466,0.022078778,0.3485862,0.623869972,NA,LOC105370850
0.381458213,0.013412841,0.350137665,0.801063002,NA,LOC102724938
1.175980525,0.037906177,0.35035762,0.465721247,NA,GOLGA2P11
1.877025843,0.005820805,0.345874939,0.914024307,NA,VPS13C-DT
0.254534589,-0.000978328,0.350901993,0.976227875,NA,LOC101928850
0.368295736,-0.002322254,0.350815416,0.96433045,NA,LOC105370842
0.404827533,0.022467853,0.351391728,0.605238607,NA,LOC102724802
0.699736067,-0.004332407,0.350699938,0.948944338,NA,LOC105370846
0.46075148,0.021231078,0.350989234,0.689506867,NA,RPL36AP44
3.531089541,0.0690625,0.355033459,0.285601527,NA,LOC105370839
0.601758707,0.027078666,0.35156149,0.505743665,NA,LOC105370838
3.176837132,0.117814802,0.369018001,0.177985101,NA,LOC107984802
0.34107521,-0.002312662,0.350824861,0.967820172,NA,LOC107984803
0.335493518,-0.006549583,0.350862557,0.852872762,NA,RPS3AP6
0.334456935,0.016574829,0.35085257,0.743418242,NA,PIGHP1
0.991099139,-0.005177196,0.350646799,0.93864637,NA,RPL21P117
2.717456032,0.04550767,0.346391343,0.558643185,NA,NSA2P4
0.414492868,0.00548025,0.349650344,0.957280713,NA,RPL21P14
2.574796377,0.028946403,0.350609459,0.522520634,NA,AQP9
0.331350618,0.005796638,0.350127418,0.969376576,NA,ALDH1A2-AS1
5.190315467,0.210491663,0.427167503,0.062761592,NA,GCOM1
5.093222902,0.070445814,0.349662699,0.432350956,NA,LOC105370832
1.049944267,0.043093298,0.353318215,0.286616235,NA,LOC105370831
0.769027322,-0.025371948,0.350957707,0.696425726,NA,CD24P2
1.68762147,-0.004589387,0.345059352,0.923897612,NA,CNOT6LP1
1.804016247,0.072808055,0.356886155,0.24102167,NA,DNAAF4
3.326565662,0.195653916,0.423786472,0.043759002,NA,DNAAF4-CCPG1
2.055689991,0.025348713,0.348275386,0.611467019,NA,LOC105370829
1.144076487,0.020487834,0.349258259,0.686747467,NA,LOC105370827
1.879967524,0.009315021,0.345018304,0.907623989,NA,LOC105370819
0.407727346,-0.009617457,0.350828506,0.821980871,NA,LOC105370820
0.539374831,0.016593914,0.349900236,0.754148161,NA,RPS13P8
3.963006833,-0.011111827,0.341244789,0.902357189,NA,LOC100422556
0.695245039,-0.037126353,0.352612221,0.356103591,NA,LOC100422490
2.551106162,-0.073501708,0.359539936,0.131004157,NA,SCG3
1.58052423,-0.028100558,0.35104606,0.676839742,NA,LOC105370816
3.217914945,-0.014263974,0.344300968,0.85226678,NA,RN7SL354P
1.306367906,0.02260351,0.34867149,0.633982441,NA,LOC107984741
1.505395046,0.05763744,0.353098413,0.366886511,NA,LOC102724587
0.789741168,-0.005703887,0.348571206,0.797489539,NA,RLIMP3
3.147688197,0.00825089,0.344709284,0.908004424,NA,LOC105370811
3.406359051,-0.005741231,0.342621643,0.908717779,NA,FGF7
0.859497609,-0.00077795,0.348641324,0.907478745,NA,DUT-AS1
0.522000249,-0.00339788,0.350761128,0.959548913,NA,LOC107984758
0.940052755,0.04133817,0.353319408,0.255928449,NA,LOC112267905
4.803944021,0.05762028,0.347624818,0.479405176,NA,SLC12A1
2.70056369,-0.004772707,0.340768325,0.927232102,NA,CTXN2
0.82455004,-0.004534198,0.350677899,0.941096932,NA,SLC24A5
0.500646707,-0.014410619,0.351050592,0.640187938,NA,LOC107984792
2.555070526,-0.054236372,0.351319231,0.395860823,NA,LOC102724553
2.553201431,0.05526936,0.350545873,0.419536438,NA,LINC01491
0.382545971,-0.008092287,0.350953677,0.725251001,NA,RPL7AP62
0.543482276,0.016402015,0.350781403,0.719178328,NA,LOC105370804
0.34012642,-0.010541039,0.35084854,0.816719662,NA,LOC729316
1.199392971,-0.012992059,0.347530287,0.744435599,NA,LOC105370803
1.10211468,-0.022983595,0.348708332,0.604281345,NA,LOC107987223
1.694491718,0.074843007,0.356579186,0.275937952,NA,C15orf48
2.548191963,0.078894176,0.360600382,0.104670383,NA,SLC28A2
2.28904589,-0.03077896,0.351125886,0.653840866,NA,DUOX1
0.317996707,-0.002244389,0.350821209,0.9653534,NA,DUOXA2
0.853776891,-0.004322588,0.348963113,0.815418414,NA,TERB2
0.314302014,-0.008914917,0.350849809,0.830640137,NA,LOC100420928
0.700947203,0.036093629,0.352626988,0.363246263,NA,STRCP1
1.856683409,-0.005796959,0.344043542,0.925514954,NA,CKMT1A
2.682825293,0.016159052,0.34195753,0.860498406,NA,CATSPER2
1.714045362,-0.028963732,0.346948197,0.619436209,NA,STRC
1.634903416,-0.049956445,0.351999665,0.366238962,NA,CKMT1B
1.053510474,-0.023782484,0.350858321,0.700221057,NA,TGM7
1.415331551,-0.03810749,0.352220377,0.42596471,NA,TGM5
1.093433263,-0.010733726,0.348451556,0.786229531,NA,EPB42
4.008147077,0.108155863,0.363349246,0.217170049,NA,EIF4EBP2P2
1.846907019,0.02228381,0.346206975,0.7347129,NA,VPS39-DT
4.608360769,0.065445288,0.345446217,0.493690806,NA,PLA2G4F
1.517977519,0.005981015,0.347412479,0.930945942,NA,PLA2G4D
2.740977118,0.039859424,0.346016846,0.602933405,NA,EHD4-AS1
3.794971158,0.034821205,0.341194077,0.697983779,NA,JMJD7-PLA2G4B
1.251728133,0.001065687,0.346840227,0.946579027,NA,ELOCP2
1.329620798,0.05432084,0.352807499,0.331821719,NA,LOC105370790
0.890459161,0.022461174,0.350771423,0.633724258,NA,CIBAR1P1
0.582376551,-0.012332711,0.350819365,0.797709281,NA,INO80-AS1
2.953299049,0.006537737,0.344210452,0.890785935,NA,LOC105376713
2.706086311,0.006171526,0.344659816,0.902563534,NA,LOC112268144
0.334008408,0.006255137,0.350127373,0.96296028,NA,ISCA1P4
1.497709159,-0.018742526,0.344920507,0.744318635,NA,SPINT1-AS1
3.238556439,0.172341018,0.405830148,0.047890761,NA,PPP1R14D
3.873777764,0.114587764,0.368637191,0.163378823,NA,C15orf62
2.320104755,0.011660277,0.343106202,0.880170281,NA,LOC112268152
2.060628414,0.029639483,0.346691505,0.663076605,NA,LOC107984763
3.153241231,0.03164299,0.343517645,0.697238857,NA,LOC105370787
0.375186067,-0.002716096,0.350799081,0.964218667,NA,LOC105370786
0.958016956,0.003896902,0.349120561,0.947867416,NA,LOC105370785
0.463925339,-0.003299219,0.350775495,0.96302766,NA,LOC105370784
0.831524037,0.019292754,0.349030263,0.677508457,NA,LOC105370783
0.310643594,-0.00221833,0.350829273,0.968169108,NA,LOC105370781
4.598192934,0.19474244,0.413798583,0.079840784,NA,LOC105370777
0.842946404,0.019591712,0.349095727,0.671565055,NA,LOC105370775
0.459429634,-0.010122184,0.350851687,0.820130726,NA,LOC107984725
4.05291493,-0.023031388,0.33943832,0.79131319,NA,LINC01852
0.971544021,0.033498362,0.350233608,0.49693429,NA,LINC02345
0.902850894,0.005417772,0.348921353,0.937042836,NA,LOC107984774
2.756741927,0.03591904,0.348249894,0.542557095,NA,TMCO5A
0.25766245,0.013550837,0.350893514,0.81883687,NA,LOC105370773
3.00092548,0.092721783,0.363723329,0.101089565,NA,LOC105370772
3.869836441,0.049079046,0.343843442,0.589592553,NA,CSNK1A1P1
2.017103749,0.035187456,0.347492574,0.606600466,NA,LOC105370770
2.118556568,0.009653826,0.344355956,0.904011636,NA,LOC105370768
0.427274337,0.016783206,0.350837374,0.734877029,NA,LOC105370769
2.534795783,0.031004369,0.346311028,0.652306009,NA,LOC105370767
3.117478826,0.04808046,0.34909334,0.479902357,NA,LOC102724214
2.577048147,-0.028107195,0.346193627,0.673191404,NA,LOC105370766
1.513378001,-0.068129922,0.358243576,0.143179425,NA,ANP32AP1
3.604781659,-0.099380187,0.360105797,0.250683577,NA,LOC441722
2.395998974,-0.073393215,0.359039332,0.157915973,NA,LOC105370765
0.753839749,0.022953888,0.350915967,0.647880493,NA,LOC105370763
0.923946541,-0.001600111,0.348024345,0.903215394,NA,ACTC1
1.204616997,-0.025139254,0.350936221,0.696056081,NA,FSCN1P1
0.788151888,0.019986453,0.350732418,0.662162555,NA,NUTM1
0.497512927,0.007994881,0.349684572,0.951657391,NA,TMCO5B
2.659508035,0.006710751,0.338188225,0.983080033,NA,LOC105370756
1.318188312,0.040769058,0.352639953,0.365169569,NA,SCG5-AS1
0.394055686,-0.003703615,0.350746481,0.958229206,NA,GOLGA8N
5.145919406,-0.143405434,0.371202284,0.207532425,NA,WHAMMP1
2.258173474,-0.120686681,0.375060369,0.10192709,NA,LOC107987222
3.173414786,-0.008330617,0.343003197,0.919594952,NA,MPHOSPH10P2
0.924064035,-0.017956641,0.349100711,0.647090001,NA,LOC100653133
0.362074981,-0.011985249,0.350809816,0.799551276,NA,GOLGA8O
2.660641631,-0.002773159,0.342279939,0.966026399,NA,ULK4P1
0.590735698,0.026289096,0.351059873,0.61592827,NA,GOLGA8K
3.525748342,0.14110906,0.381478779,0.116480427,NA,LOC644110
3.72971854,0.021887849,0.337129033,0.833868885,NA,LOC102724078
0.76690241,0.006928103,0.348780054,0.949928857,NA,LOC105370753
0.785132901,-0.005379566,0.349056499,0.82119189,NA,LOC400347
0.428335762,-0.009760032,0.350964091,0.695981056,NA,LOC105370752
1.247379194,-0.012602069,0.347693729,0.767308464,NA,HERC2P10
0.911512952,-0.029952277,0.349732944,0.500007411,NA,LOC101930434
2.086548388,-0.108345241,0.371559671,0.054856995,NA,LOC107984025
0.88815729,-0.005734771,0.350631784,0.940818094,NA,LOC101927788
0.743349114,0.028849903,0.350818256,0.515356257,NA,LOC102724055
2.46141298,0.057411854,0.34683487,0.510510411,NA,LINC02249
0.746882011,-0.004829917,0.350675133,0.946635734,NA,SYNGR2P1
1.598431636,0.003461967,0.347658455,0.927175747,NA,HMGN2P5
2.024159579,-0.042380836,0.347455616,0.537890133,NA,LOC105370743
0.914753792,0.063173942,0.357598961,0.143354609,NA,TUBBP8
0.83734073,-0.036958857,0.352777411,0.300320545,NA,LOC107984746
4.308638363,-0.001552476,0.339020625,0.990424721,NA,HERC2P11
4.608332148,0.033992232,0.341770683,0.683287814,NA,LOC101059997
0.597646415,0.005049134,0.349062006,0.946773855,NA,LOC107984766
3.987299118,-0.04391733,0.346145906,0.558246205,NA,LOC105370740
3.392182917,-0.022452432,0.344403323,0.735412348,NA,LINC02248
0.573636362,0.006990461,0.349352881,0.957668033,NA,LINC00929
2.24581932,0.048307382,0.350752408,0.407451597,NA,LOC105370739
0.404120429,0.018106818,0.351126532,0.661042629,NA,LOC107984789
3.554965331,0.024821642,0.346694191,0.687446929,NA,LINC02250
5.191406139,0.029839837,0.34176834,0.719424375,NA,SNORD115@
3.791301761,-0.024770356,0.33786794,0.775366345,NA,PWAR5
4.366597043,-0.054583392,0.343599062,0.549684734,NA,SNURF
1.086710468,0.023235961,0.35064489,0.605924647,NA,RPL5P1
0.532009327,-0.015120742,0.350780741,0.770136045,NA,NPAP1
1.579467199,0.042969663,0.351432256,0.387357629,NA,PWRN1
0.306447042,-0.010164689,0.350837839,0.81880081,NA,PWRN3
1.396592322,0.016008646,0.348625827,0.780812972,NA,LOC105370732
0.637806121,0.015385517,0.349704152,0.739830742,NA,LOC105370733
2.413549714,0.026433112,0.346578659,0.672241221,NA,LOC107984787
0.816424222,0.040826395,0.352691466,0.370063783,NA,NDN
0.389163719,-0.002321595,0.350821009,0.966616945,NA,MAGEL2
0.676701437,0.030226632,0.351851594,0.485144833,NA,LOC107984793
0.964824256,0.020141478,0.34906869,0.676058028,NA,LOC105370730
0.770672722,0.044687088,0.353650098,0.287441638,NA,GOLGA6L2
0.385495671,-0.002283396,0.35083042,0.969484359,NA,HERC2P6
0.469260905,-0.00238007,0.350804689,0.962096549,NA,LOC105370728
0.476657844,-0.003359772,0.350755244,0.956476198,NA,GOLGA8S
0.691969394,0.017311497,0.349319357,0.696733758,NA,LOC100421667
0.850631661,-0.021328126,0.350801905,0.717572402,NA,ELMO2P1
0.730310986,0.018472379,0.349318611,0.692015273,NA,LOC729900
3.997827586,0.055597232,0.343777828,0.555201524,NA,LOC283683
0.654719955,0.004598057,0.348970115,0.937961645,NA,PDCD6IPP1
1.515068105,0.008109401,0.347037787,0.922129697,NA,LOC101927846
0.664395499,0.043392627,0.353733244,0.251563783,NA,LOC646214
3.250067608,0.049072917,0.346861054,0.529175433,NA,LOC105370714
0.363626546,-0.008084308,0.350852372,0.838196448,NA,LOC105370715
0.63028529,-0.021708703,0.351243131,0.559153188,NA,NBEAP4
0.29979243,-0.002292942,0.350820567,0.965848269,NA,LINC01193
3.105680292,-0.003804223,0.340823568,0.950479374,NA,NBEAP1
0.467570042,-0.011390094,0.350804841,0.803689413,NA,CHEK2P2
0.328480717,-0.002664991,0.350804279,0.965373781,NA,IGHV4-80
0.524240385,-0.003056944,0.350765796,0.955643663,NA,IGHVIII-76-1
0.925985378,-0.022253638,0.350834653,0.712722905,NA,LOC112268139
0.449738953,-0.008757596,0.350856763,0.832560827,NA,LINC00221
0.380296543,0.025787556,0.351710804,0.507485862,NA,LOC105370700
0.328357145,-0.00908416,0.350842638,0.828142345,NA,LOC107984634
2.947533435,-0.013260513,0.344818899,0.836543864,NA,RPS8P1
0.773681579,0.016151105,0.349391457,0.716636337,NA,FAM30A
0.408474387,0.01824296,0.351002108,0.743245681,NA,IGHD
0.346654524,0.005852539,0.350040526,0.960625871,NA,LOC105378184
0.450916733,-0.003464086,0.350778406,0.963399541,NA,LOC112268138
0.380981218,-0.008215747,0.350850685,0.837391515,NA,LOC105370698
0.970714644,0.053034528,0.35527134,0.206202446,NA,RPS2P4
0.756502748,-0.003132437,0.349411858,0.849399943,NA,C14orf180
0.811301481,0.00429077,0.348867535,0.936429819,NA,LOC105370694
3.146291897,0.010465164,0.343505667,0.890794973,NA,LINC02691
0.592557056,-0.019473088,0.351162526,0.580228132,NA,LOC112268130
1.467400482,0.055507159,0.35299885,0.341087837,NA,LOC105370686
0.409216039,0.022473836,0.351514843,0.54346381,NA,RPL17P4
4.38358451,-0.109470807,0.359741375,0.27107505,NA,LINC00605
0.909766113,0.038700706,0.352348497,0.36510843,NA,LOC105370685
1.769979169,0.05913267,0.3513522,0.411516021,NA,RPL21P12
2.562563992,0.014634138,0.341911013,0.876187416,NA,LINC00677
1.922096579,0.00773654,0.345453176,0.912070448,NA,LBHD2
3.268129388,-0.015367658,0.344028166,0.841445924,NA,RN7SL546P
0.64535747,0.004762341,0.349251697,0.942587996,NA,RPL26P4
1.608045702,0.055033508,0.352861938,0.339165338,NA,LOC107984698
0.644414118,-0.004302128,0.350696186,0.946389324,NA,LOC107984697
4.526380705,0.076585632,0.343888381,0.485984718,NA,MEG9
2.572877402,-0.006294236,0.342035014,0.91583714,NA,MIR381HG
0.26341256,-0.002245653,0.350825991,0.966654774,NA,DLK1
0.509502634,-0.014076626,0.35103375,0.642410572,NA,LOC105370668
2.35269694,-0.0439721,0.346401496,0.54056191,NA,LINC00523
2.060832656,0.004478625,0.345953381,0.915126478,NA,SLC25A47
1.658476504,-0.048622486,0.35194099,0.343774257,NA,VDAC3P1
0.968762091,0.003875369,0.34854655,0.938160826,NA,RNU1-47P
0.702423438,-0.004262024,0.350702051,0.948527785,NA,LOC102724682
0.73161277,0.026644112,0.350990221,0.601123696,NA,LOC105370661
0.585048809,0.014890521,0.349375584,0.856876769,NA,LOC105370660
2.354289962,0.074239175,0.354923484,0.300373572,NA,LOC105370659
2.2449497,-0.058213618,0.355352446,0.245459129,NA,LOC105370658
1.340362657,0.025339205,0.348527051,0.61421752,NA,LOC105370656
1.262792835,-0.025480735,0.350951026,0.694180888,NA,LINC02295
0.888660169,0.027626974,0.351454499,0.466312721,NA,LOC105370653
3.097915061,0.00698902,0.345316017,0.904714359,NA,LOC105370655
1.198865154,0.006780045,0.347885507,0.936713965,NA,LOC107984706
2.266439864,0.054546628,0.351977423,0.37629802,NA,LINC01550
0.312078489,0.015557409,0.350863592,0.766280848,NA,LINC02312
4.594801013,0.042023372,0.345672562,0.591994717,NA,LOC105370651
0.873277043,0.022495678,0.350878251,0.648813551,NA,LOC105370650
1.069281977,-0.025584545,0.349709965,0.529088166,NA,LINC02291
1.573643675,0.002193283,0.347970923,0.931353307,NA,LOC105370647
2.329355405,-0.012895955,0.345028178,0.854141154,NA,LINC00618
2.383102354,0.007654453,0.345662371,0.906436835,NA,LINC02299
0.700091415,0.005054449,0.349192594,0.948269689,NA,LOC105370645
1.014950944,-0.025633718,0.348843659,0.591231438,NA,PEBP1P1
2.635731162,0.032842301,0.348110793,0.563270859,NA,TUNAR
1.872508823,0.02107947,0.347827327,0.720229872,NA,LOC107984703
